Year,Month,Quarter,PoliceStation,CrimeCount
2015,7,2015 Q3,Whangarei,113
2015,7,2015 Q3,Whitianga,12
2015,7,2015 Q3,Winton,9
2015,7,2015 Q3,Woodville,9
2015,7,2015 Q3,Wyndham,5
2015,8,2015 Q3,Akaroa,5
2015,8,2015 Q3,Alexandra,6
2015,8,2015 Q3,Amberley,20
2015,8,2015 Q3,Arthurs Pass,4
2015,8,2015 Q3,Ashburton,38
2015,8,2015 Q3,Auckland Airport,14
2015,8,2015 Q3,Auckland Central,219
2015,8,2015 Q3,Avondale,137
2015,8,2015 Q3,Balclutha,15
2015,8,2015 Q3,Balmoral,96
2015,8,2015 Q3,Bay View,19
2015,8,2015 Q3,Beachlands CCB,17
2015,8,2015 Q3,Bell Block,11
2015,8,2015 Q3,Blenheim,60
2015,8,2015 Q3,Bluff,3
2015,8,2015 Q3,Browns Bay,45
2015,8,2015 Q3,Bulls,12
2015,8,2015 Q3,Cambridge,34
2015,8,2015 Q3,Carterton,22
2015,8,2015 Q3,Cheviot,2
2015,8,2015 Q3,Christchurch,185
2015,8,2015 Q3,Christchurch Airport,9
2015,8,2015 Q3,Christchurch South,117
2015,8,2015 Q3,Clinton,2
2015,8,2015 Q3,Coromandel,7
2015,8,2015 Q3,Cromwell,11
2015,8,2015 Q3,Culverden,5
2015,8,2015 Q3,Dannevirke,20
2015,8,2015 Q3,Darfield,12
2015,8,2015 Q3,Dargaville,38
2015,8,2015 Q3,Dunedin Central,55
2015,8,2015 Q3,Dunedin North,36
2015,8,2015 Q3,Dunedin South,58
2015,8,2015 Q3,Edgecumbe,20
2015,8,2015 Q3,Eketahuna,8
2015,8,2015 Q3,Eltham,12
2015,8,2015 Q3,Fairlie,7
2015,8,2015 Q3,Featherston,12
2015,8,2015 Q3,Feilding,40
2015,8,2015 Q3,Fitzroy CPC,34
2015,8,2015 Q3,Flaxmere,54
2015,8,2015 Q3,Foxton,22
2015,8,2015 Q3,Franz Josef,5
2015,8,2015 Q3,Geraldine,7
2015,8,2015 Q3,Gisborne,110
2015,8,2015 Q3,Glen Innes,86
2015,8,2015 Q3,Glenfield,98
2015,8,2015 Q3,Gore,17
2015,8,2015 Q3,Green Island,6
2015,8,2015 Q3,Greymouth,31
2015,8,2015 Q3,Greytown,7
2015,8,2015 Q3,Hamilton Central,238
2015,8,2015 Q3,Hamilton East,98
2015,8,2015 Q3,Hampden,4
2015,8,2015 Q3,Hanmer Springs,1
2015,8,2015 Q3,Hastings,134
2015,8,2015 Q3,Havelock North,31
2015,8,2015 Q3,Hawera,35
2015,8,2015 Q3,Helensville,21
2015,8,2015 Q3,Henderson,186
2015,8,2015 Q3,Highbury,45
2015,8,2015 Q3,Hikurangi,17
2015,8,2015 Q3,Hokitika,6
2015,8,2015 Q3,Hornby,133
2015,8,2015 Q3,Houhora,10
2015,8,2015 Q3,Howick,80
2015,8,2015 Q3,Hunterville,2
2015,8,2015 Q3,Huntly,58
2015,8,2015 Q3,Inglewood,17
2015,8,2015 Q3,Invercargill Central,115
2015,8,2015 Q3,Johnsonville,66
2015,8,2015 Q3,Kaeo,8
2015,8,2015 Q3,Kaiapoi,28
2015,8,2015 Q3,Kaikohe,59
2015,8,2015 Q3,Kaikorai Valley,35
2015,8,2015 Q3,Kaikoura,13
2015,8,2015 Q3,Kaitaia,45
2015,8,2015 Q3,Kamo CPC,33
2015,8,2015 Q3,Kapiti,65
2015,8,2015 Q3,Katikati,15
2015,8,2015 Q3,Kawakawa,23
2015,8,2015 Q3,Kawerau,44
2015,8,2015 Q3,Kawhia,4
2015,8,2015 Q3,Kerikeri,27
2015,8,2015 Q3,Kilbirnie,62
2015,8,2015 Q3,Kimbolton,1
2015,8,2015 Q3,Kohukohu,3
2015,8,2015 Q3,Kotemaori,2
2015,8,2015 Q3,Kumeu/Huapai,19
2015,8,2015 Q3,Kurow,2
2015,8,2015 Q3,Lake Tekapo,2
2015,8,2015 Q3,Lawrence,2
2015,8,2015 Q3,Leeston,9
2015,8,2015 Q3,Levin,52
2015,8,2015 Q3,Lincoln,18
2015,8,2015 Q3,Linton,10
2015,8,2015 Q3,Lower Hutt,102
2015,8,2015 Q3,Lumsden,8
2015,8,2015 Q3,Lyttelton,13
2015,8,2015 Q3,Manaia,5
2015,8,2015 Q3,Mangakino,6
2015,8,2015 Q3,Mangawhai,9
2015,8,2015 Q3,Mangere,155
2015,8,2015 Q3,Mangonui,23
2015,8,2015 Q3,Manurewa,209
2015,8,2015 Q3,Manutuke,8
2015,8,2015 Q3,Martinborough,6
2015,8,2015 Q3,Marton,18
2015,8,2015 Q3,Massey,84
2015,8,2015 Q3,Masterton,71
2015,8,2015 Q3,Matamata,41
2015,8,2015 Q3,Mataura,6
2015,8,2015 Q3,Maungaturoto,12
2015,8,2015 Q3,Methven,10
2015,8,2015 Q3,Middlemarch,2
2015,8,2015 Q3,Milton,18
2015,8,2015 Q3,Mokau,1
2015,8,2015 Q3,Morrinsville,33
2015,8,2015 Q3,Mosgiel,17
2015,8,2015 Q3,Motueka,30
2015,8,2015 Q3,Mount Maunganui,73
2015,8,2015 Q3,Mount Wellington,85
2015,8,2015 Q3,Murchison,4
2015,8,2015 Q3,Murupara,17
2015,8,2015 Q3,Naenae,72
2015,8,2015 Q3,Napier,139
2015,8,2015 Q3,National Park,9
2015,8,2015 Q3,Nelson Central,84
2015,8,2015 Q3,New Brighton,108
2015,8,2015 Q3,New Lynn,80
2015,8,2015 Q3,New Plymouth Central,21
2015,8,2015 Q3,Newmarket,101
2015,8,2015 Q3,Ngaruawahia,44
2015,8,2015 Q3,Ngatea,6
2015,8,2015 Q3,Norsewood,4
2015,8,2015 Q3,North Shore Policing Centre,74
2015,8,2015 Q3,Nuhaka,8
2015,8,2015 Q3,Oamaru,33
2015,8,2015 Q3,Ohai,3
2015,8,2015 Q3,Ohakune,7
2015,8,2015 Q3,Okato,2
2015,8,2015 Q3,Omakau,3
2015,8,2015 Q3,Omarama,1
2015,8,2015 Q3,Onehunga,83
2015,8,2015 Q3,Onerahi CPC,20
2015,8,2015 Q3,Opotiki,31
2015,8,2015 Q3,Opunake,17
2015,8,2015 Q3,Orewa,48
2015,8,2015 Q3,Ormiston,129
2015,8,2015 Q3,Otahuhu,190
2015,8,2015 Q3,Otaki,25
2015,8,2015 Q3,Otautau,1
2015,8,2015 Q3,Otorohanga,16
2015,8,2015 Q3,Owaka,3
2015,8,2015 Q3,Oxford,7
2015,8,2015 Q3,Paeroa,22
2015,8,2015 Q3,Pahiatua,19
2015,8,2015 Q3,Paihia,15
2015,8,2015 Q3,Palmerston,2
2015,8,2015 Q3,Palmerston North,118
2015,8,2015 Q3,Papakura,152
2015,8,2015 Q3,Papamoa,30
2015,8,2015 Q3,Papanui,144
2015,8,2015 Q3,Patea,5
2015,8,2015 Q3,Picton,11
2015,8,2015 Q3,Piopio,4
2015,8,2015 Q3,Pleasant Point,2
2015,8,2015 Q3,Ponsonby,71
2015,8,2015 Q3,Porangahau,2
2015,8,2015 Q3,Porirua Central,63
2015,8,2015 Q3,Port Chalmers,5
2015,8,2015 Q3,Portobello,5
2015,8,2015 Q3,Pukekohe,80
2015,8,2015 Q3,Putaruru,33
2015,8,2015 Q3,Queenstown,68
2015,8,2015 Q3,Raetihi,14
2015,8,2015 Q3,Raglan,10
2015,8,2015 Q3,Rakaia,5
2015,8,2015 Q3,Ranfurly,3
2015,8,2015 Q3,Rangiora,44
2015,8,2015 Q3,Rawene,10
2015,8,2015 Q3,Reefton,6
2015,8,2015 Q3,Richmond,62
2015,8,2015 Q3,Riversdale,2
2015,8,2015 Q3,Riverton,9
2015,8,2015 Q3,Rolleston,20
2015,8,2015 Q3,Ross,3
2015,8,2015 Q3,Rotorua,207
2015,8,2015 Q3,Roxburgh,4
2015,8,2015 Q3,Ruakaka,15
2015,8,2015 Q3,Ruatoria,8
2015,8,2015 Q3,Ruawai,9
2015,8,2015 Q3,Russell,7
2015,8,2015 Q3,Shannon,5
2015,8,2015 Q3,St Andrews,4
2015,8,2015 Q3,Stratford,21
2015,8,2015 Q3,Taihape,13
2015,8,2015 Q3,Tairua,2
2015,8,2015 Q3,Takaka,10
2015,8,2015 Q3,Takapuna,48
2015,8,2015 Q3,Taneatua,13
2015,8,2015 Q3,Tapanui,2
2015,8,2015 Q3,Taradale,31
2015,8,2015 Q3,Taumarunui,24
2015,8,2015 Q3,Taupo,86
2015,8,2015 Q3,Tauranga,107
2015,8,2015 Q3,Tauranga South,80
2015,8,2015 Q3,Te Anau,6
2015,8,2015 Q3,Te Araroa,3
2015,8,2015 Q3,Te Aroha,21
2015,8,2015 Q3,Te Awamutu,52
2015,8,2015 Q3,Te Kaha,5
2015,8,2015 Q3,Te Karaka,6
2015,8,2015 Q3,Te Kauwhata,23
2015,8,2015 Q3,Te Kuiti,12
2015,8,2015 Q3,Te Puke,39
2015,8,2015 Q3,Temuka,11
2015,8,2015 Q3,Thames,32
2015,8,2015 Q3,Timaru,45
2015,8,2015 Q3,Tokomaru Bay,2
2015,8,2015 Q3,Tokoroa,53
2015,8,2015 Q3,Tolaga Bay,1
2015,8,2015 Q3,Tuai,2
2015,8,2015 Q3,Tuakau,73
2015,8,2015 Q3,Tuatapere,7
2015,8,2015 Q3,Turangi,36
2015,8,2015 Q3,Twizel,3
2015,8,2015 Q3,Upper Hutt,83
2015,8,2015 Q3,Waiheke Island,14
2015,8,2015 Q3,Waihi,28
2015,8,2015 Q3,Waikari,1
2015,8,2015 Q3,Waikouaiti,4
2015,8,2015 Q3,Waimate,15
2015,8,2015 Q3,Wainuiomata,48
2015,8,2015 Q3,Waiouru,2
2015,8,2015 Q3,Waipawa,9
2015,8,2015 Q3,Waipu,9
2015,8,2015 Q3,Waipukurau,20
2015,8,2015 Q3,Wairoa,33
2015,8,2015 Q3,Waitangirua,108
2015,8,2015 Q3,Waitara,34
2015,8,2015 Q3,Wakefield,7
2015,8,2015 Q3,Wanaka,15
2015,8,2015 Q3,Warkworth,25
2015,8,2015 Q3,Waverley,10
2015,8,2015 Q3,Wellington Central,170
2015,8,2015 Q3,Wellsford,18
2015,8,2015 Q3,Westown,43
2015,8,2015 Q3,Westport,21
2015,8,2015 Q3,Whakatane,58
2015,8,2015 Q3,Whangamata,12
2015,8,2015 Q3,Whanganui,115
2015,8,2015 Q3,Whangaparaoa,26
2015,8,2015 Q3,Whangarei,114
2015,8,2015 Q3,Whitianga,6
2015,8,2015 Q3,Winton,5
2015,8,2015 Q3,Woodville,7
2015,8,2015 Q3,Wyndham,7
2015,9,2015 Q3,Akaroa,2
2015,9,2015 Q3,Alexandra,19
2015,9,2015 Q3,Amberley,6
2015,9,2015 Q3,Arthurs Pass,3
2015,9,2015 Q3,Ashburton,46
2015,9,2015 Q3,Auckland Airport,17
2015,9,2015 Q3,Auckland Central,190
2015,9,2015 Q3,Auckland Harbour Bridge,2
2015,9,2015 Q3,Avondale,127
2015,9,2015 Q3,Balclutha,14
2015,9,2015 Q3,Balmoral,85
2015,9,2015 Q3,Bay View,16
2015,9,2015 Q3,Beachlands CCB,13
2015,9,2015 Q3,Bell Block,9
2015,9,2015 Q3,Benneydale,3
2015,9,2015 Q3,Blenheim,68
2015,9,2015 Q3,Bluff,6
2015,9,2015 Q3,Browns Bay,38
2015,9,2015 Q3,Bulls,11
2015,9,2015 Q3,Cambridge,30
2015,9,2015 Q3,Carterton,18
2015,9,2015 Q3,Cheviot,2
2015,9,2015 Q3,Christchurch,186
2015,9,2015 Q3,Christchurch Airport,9
2015,9,2015 Q3,Christchurch South,110
2015,9,2015 Q3,Clinton,6
2015,9,2015 Q3,Coromandel,12
2015,9,2015 Q3,Cromwell,2
2015,9,2015 Q3,Culverden,3
2015,9,2015 Q3,Dannevirke,16
2015,9,2015 Q3,Darfield,12
2015,9,2015 Q3,Dargaville,30
2015,9,2015 Q3,Dunedin Central,57
2015,9,2015 Q3,Dunedin North,42
2015,9,2015 Q3,Dunedin South,58
2015,9,2015 Q3,Edgecumbe,30
2015,9,2015 Q3,Eketahuna,4
2015,9,2015 Q3,Eltham,15
2015,9,2015 Q3,Fairlie,1
2015,9,2015 Q3,Featherston,12
2015,9,2015 Q3,Feilding,53
2015,9,2015 Q3,Fitzroy CPC,25
2015,9,2015 Q3,Flaxmere,45
2015,9,2015 Q3,Foxton,14
2015,9,2015 Q3,Franz Josef,5
2015,9,2015 Q3,Geraldine,12
2015,9,2015 Q3,Gisborne,117
2015,9,2015 Q3,Glen Innes,96
2015,9,2015 Q3,Glenfield,88
2015,9,2015 Q3,Gore,19
2015,9,2015 Q3,Granity,2
2015,9,2015 Q3,Great Barrier Island,1
2015,9,2015 Q3,Green Island,14
2015,9,2015 Q3,Greymouth,27
2015,9,2015 Q3,Greytown,5
2015,9,2015 Q3,Hamilton Central,253
2015,9,2015 Q3,Hamilton East,99
2015,9,2015 Q3,Hampden,5
2015,9,2015 Q3,Hanmer Springs,5
2015,9,2015 Q3,Hastings,131
2015,9,2015 Q3,Havelock,5
2015,9,2015 Q3,Havelock North,19
2015,9,2015 Q3,Hawera,34
2015,9,2015 Q3,Helensville,32
2015,9,2015 Q3,Henderson,173
2015,9,2015 Q3,Highbury,48
2015,9,2015 Q3,Hikurangi,13
2015,9,2015 Q3,Hokitika,13
2015,9,2015 Q3,Hornby,135
2015,9,2015 Q3,Houhora,3
2015,9,2015 Q3,Howick,92
2015,9,2015 Q3,Hunterville,8
2015,9,2015 Q3,Huntly,56
2015,9,2015 Q3,Inglewood,8
2015,9,2015 Q3,Invercargill Central,100
2015,9,2015 Q3,Johnsonville,52
2015,9,2015 Q3,Kaeo,10
2015,9,2015 Q3,Kaiapoi,20
2015,9,2015 Q3,Kaikohe,54
2015,9,2015 Q3,Kaikorai Valley,37
2015,9,2015 Q3,Kaikoura,7
2015,9,2015 Q3,Kaitaia,62
2015,9,2015 Q3,Kamo CPC,33
2015,9,2015 Q3,Kapiti,69
2015,9,2015 Q3,Karamea,1
2015,9,2015 Q3,Katikati,23
2015,9,2015 Q3,Kawakawa,27
2015,9,2015 Q3,Kawerau,49
2015,9,2015 Q3,Kawhia,7
2015,9,2015 Q3,Kerikeri,32
2015,9,2015 Q3,Kilbirnie,51
2015,9,2015 Q3,Kimbolton,1
2015,9,2015 Q3,Kohukohu,6
2015,9,2015 Q3,Kotemaori,3
2015,9,2015 Q3,Kumeu/Huapai,28
2015,9,2015 Q3,Kurow,1
2015,9,2015 Q3,Lake Tekapo,2
2015,9,2015 Q3,Lawrence,1
2015,9,2015 Q3,Leeston,11
2015,9,2015 Q3,Levin,59
2015,9,2015 Q3,Lincoln,18
2015,9,2015 Q3,Linton,18
2015,9,2015 Q3,Lower Hutt,124
2015,9,2015 Q3,Lumsden,3
2015,9,2015 Q3,Lyttelton,12
2015,9,2015 Q3,Manaia,5
2015,9,2015 Q3,Mangakino,14
2015,9,2015 Q3,Mangawhai,11
2015,9,2015 Q3,Mangere,125
2015,9,2015 Q3,Mangonui,15
2015,9,2015 Q3,Manurewa,189
2015,9,2015 Q3,Manutuke,4
2015,9,2015 Q3,Martinborough,3
2015,9,2015 Q3,Marton,24
2015,9,2015 Q3,Massey,80
2015,9,2015 Q3,Masterton,77
2015,9,2015 Q3,Matamata,45
2015,9,2015 Q3,Mataura,8
2015,9,2015 Q3,Matawai,1
2015,9,2015 Q3,Maungaturoto,10
2015,9,2015 Q3,Methven,11
2015,9,2015 Q3,Middlemarch,1
2015,9,2015 Q3,Milton,16
2015,9,2015 Q3,Mokau,3
2015,9,2015 Q3,Morrinsville,29
2015,9,2015 Q3,Mosgiel,18
2015,9,2015 Q3,Motueka,37
2015,9,2015 Q3,Mount Maunganui,65
2015,9,2015 Q3,Mount Wellington,88
2015,9,2015 Q3,Murchison,2
2015,9,2015 Q3,Murupara,15
2015,9,2015 Q3,Naenae,67
2015,9,2015 Q3,Napier,118
2015,9,2015 Q3,National Park,6
2015,9,2015 Q3,Nelson Central,94
2015,9,2015 Q3,New Brighton,109
2015,9,2015 Q3,New Lynn,80
2015,9,2015 Q3,New Plymouth Central,20
2015,9,2015 Q3,Newmarket,92
2015,9,2015 Q3,Ngaruawahia,34
2015,9,2015 Q3,Ngatea,6
2015,9,2015 Q3,Norsewood,5
2015,9,2015 Q3,North Shore Policing Centre,83
2015,9,2015 Q3,Nuhaka,3
2015,9,2015 Q3,Oamaru,28
2015,9,2015 Q3,Ohai,2
2015,9,2015 Q3,Ohakune,7
2015,9,2015 Q3,Okato,3
2015,9,2015 Q3,Omarama,3
2015,9,2015 Q3,Onehunga,83
2015,9,2015 Q3,Onerahi CPC,16
2015,9,2015 Q3,Opotiki,34
2015,9,2015 Q3,Opunake,10
2015,9,2015 Q3,Orewa,40
2015,9,2015 Q3,Ormiston,114
2015,9,2015 Q3,Otahuhu,192
2015,9,2015 Q3,Otaki,20
2015,9,2015 Q3,Otautau,5
2015,9,2015 Q3,Otorohanga,17
2015,9,2015 Q3,Owaka,1
2015,9,2015 Q3,Oxford,6
2015,9,2015 Q3,Paeroa,17
2015,9,2015 Q3,Pahiatua,13
2015,9,2015 Q3,Paihia,12
2015,9,2015 Q3,Palmerston,7
2015,9,2015 Q3,Palmerston North,131
2015,9,2015 Q3,Papakura,136
2015,9,2015 Q3,Papamoa,29
2015,9,2015 Q3,Papanui,156
2015,9,2015 Q3,Patea,5
2015,9,2015 Q3,Picton,15
2015,9,2015 Q3,Piopio,3
2015,9,2015 Q3,Pongaroa,2
2015,9,2015 Q3,Ponsonby,70
2015,9,2015 Q3,Porangahau,1
2015,9,2015 Q3,Porirua Central,59
2015,9,2015 Q3,Port Chalmers,6
2015,9,2015 Q3,Portobello,5
2015,9,2015 Q3,Pukekohe,102
2015,9,2015 Q3,Putaruru,31
2015,9,2015 Q3,Queenstown,51
2015,9,2015 Q3,Raetihi,5
2015,9,2015 Q3,Raglan,14
2015,9,2015 Q3,Rakaia,4
2015,9,2015 Q3,Ranfurly,1
2015,9,2015 Q3,Rangiora,49
2015,9,2015 Q3,Rawene,11
2015,9,2015 Q3,Reefton,10
2015,9,2015 Q3,Richmond,67
2015,9,2015 Q3,Riverton,3
2015,9,2015 Q3,Rolleston,20
2015,9,2015 Q3,Ross,2
2015,9,2015 Q3,Rotorua,198
2015,9,2015 Q3,Roxburgh,2
2015,9,2015 Q3,Ruakaka,18
2015,9,2015 Q3,Ruatoria,5
2015,9,2015 Q3,Ruawai,6
2015,9,2015 Q3,Russell,2
2015,9,2015 Q3,Shannon,8
2015,9,2015 Q3,St Andrews,2
2015,9,2015 Q3,Stratford,31
2015,9,2015 Q3,Taihape,14
2015,9,2015 Q3,Tairua,4
2015,9,2015 Q3,Takaka,12
2015,9,2015 Q3,Takapuna,45
2015,9,2015 Q3,Taneatua,8
2015,9,2015 Q3,Tapanui,3
2015,9,2015 Q3,Taradale,25
2015,9,2015 Q3,Taumarunui,20
2015,9,2015 Q3,Taupo,99
2015,9,2015 Q3,Tauranga,110
2015,9,2015 Q3,Tauranga South,80
2015,9,2015 Q3,Te Anau,4
2015,9,2015 Q3,Te Araroa,1
2015,9,2015 Q3,Te Aroha,22
2015,9,2015 Q3,Te Awamutu,64
2015,9,2015 Q3,Te Kaha,4
2015,9,2015 Q3,Te Karaka,6
2015,9,2015 Q3,Te Kauwhata,16
2015,9,2015 Q3,Te Kuiti,22
2015,9,2015 Q3,Te Puke,42
2015,9,2015 Q3,Temuka,7
2015,9,2015 Q3,Thames,28
2015,9,2015 Q3,Timaru,56
2015,9,2015 Q3,Tokomaru Bay,3
2015,9,2015 Q3,Tokoroa,55
2015,9,2015 Q3,Tolaga Bay,5
2015,9,2015 Q3,Tuai,1
2015,9,2015 Q3,Tuakau,72
2015,9,2015 Q3,Tuatapere,6
2015,9,2015 Q3,Turangi,31
2015,9,2015 Q3,Upper Hutt,70
2015,9,2015 Q3,Waiheke Island,12
2015,9,2015 Q3,Waihi,28
2015,9,2015 Q3,Waikari,5
2015,9,2015 Q3,Waikouaiti,5
2015,9,2015 Q3,Waimate,10
2015,9,2015 Q3,Wainuiomata,41
2015,9,2015 Q3,Waiouru,1
2015,9,2015 Q3,Waipawa,11
2015,9,2015 Q3,Waipu,4
2015,9,2015 Q3,Waipukurau,26
2015,9,2015 Q3,Wairoa,27
2015,9,2015 Q3,Waitangirua,100
2015,9,2015 Q3,Waitara,27
2015,9,2015 Q3,Wakefield,10
2015,9,2015 Q3,Wanaka,19
2015,9,2015 Q3,Warkworth,21
2015,9,2015 Q3,Waverley,4
2015,9,2015 Q3,Wellington Central,158
2015,9,2015 Q3,Wellsford,18
2015,9,2015 Q3,Westown,51
2015,9,2015 Q3,Westport,18
2015,9,2015 Q3,Whakatane,75
2015,9,2015 Q3,Whangamata,5
2015,9,2015 Q3,Whanganui,107
2015,9,2015 Q3,Whangaparaoa,24
2015,9,2015 Q3,Whangarei,129
2015,9,2015 Q3,Whitianga,19
2015,9,2015 Q3,Winton,7
2015,9,2015 Q3,Woodville,10
2015,9,2015 Q3,Wyndham,4
2015,10,2015 Q4,Akaroa,4
2015,10,2015 Q4,Alexandra,13
2015,10,2015 Q4,Amberley,6
2015,10,2015 Q4,Arthurs Pass,2
2015,10,2015 Q4,Ashburton,46
2015,10,2015 Q4,Auckland Airport,17
2015,10,2015 Q4,Auckland Central,200
2015,10,2015 Q4,Auckland Harbour Bridge,1
2015,10,2015 Q4,Avondale,124
2015,10,2015 Q4,Balclutha,18
2015,10,2015 Q4,Balmoral,83
2015,10,2015 Q4,Bay View,12
2015,10,2015 Q4,Beachlands CCB,19
2015,10,2015 Q4,Bell Block,11
2015,10,2015 Q4,Benneydale,2
2015,10,2015 Q4,Blenheim,65
2015,10,2015 Q4,Bluff,8
2015,10,2015 Q4,Browns Bay,32
2015,10,2015 Q4,Bulls,7
2015,10,2015 Q4,Cambridge,37
2015,10,2015 Q4,Carterton,22
2015,10,2015 Q4,Cheviot,5
2015,10,2015 Q4,Christchurch,204
2015,10,2015 Q4,Christchurch Airport,9
2015,10,2015 Q4,Christchurch South,125
2015,10,2015 Q4,Clinton,4
2015,10,2015 Q4,Coromandel,16
2015,10,2015 Q4,Cromwell,10
2015,10,2015 Q4,Culverden,2
2015,10,2015 Q4,Dannevirke,12
2015,10,2015 Q4,Darfield,9
2015,10,2015 Q4,Dargaville,24
2015,10,2015 Q4,Dunedin Central,51
2015,10,2015 Q4,Dunedin North,38
2015,10,2015 Q4,Dunedin South,72
2015,10,2015 Q4,Edgecumbe,31
2015,10,2015 Q4,Eketahuna,3
2015,10,2015 Q4,Eltham,14
2015,10,2015 Q4,Fairlie,2
2015,10,2015 Q4,Featherston,9
2015,10,2015 Q4,Feilding,47
2015,10,2015 Q4,Fitzroy CPC,27
2015,10,2015 Q4,Flaxmere,62
2015,10,2015 Q4,Foxton,28
2015,10,2015 Q4,Franz Josef,2
2015,10,2015 Q4,Geraldine,11
2015,10,2015 Q4,Gisborne,122
2015,10,2015 Q4,Glen Innes,87
2015,10,2015 Q4,Glenfield,100
2015,10,2015 Q4,Gore,35
2015,10,2015 Q4,Granity,3
2015,10,2015 Q4,Great Barrier Island,2
2015,10,2015 Q4,Green Island,17
2015,10,2015 Q4,Greymouth,31
2015,10,2015 Q4,Greytown,5
2015,10,2015 Q4,Haast,2
2015,10,2015 Q4,Hamilton Central,249
2015,10,2015 Q4,Hamilton East,116
2015,10,2015 Q4,Hampden,7
2015,10,2015 Q4,Hanmer Springs,5
2015,10,2015 Q4,Hastings,136
2015,10,2015 Q4,Havelock,5
2015,10,2015 Q4,Havelock North,30
2015,10,2015 Q4,Hawera,42
2015,10,2015 Q4,Helensville,14
2015,10,2015 Q4,Henderson,182
2015,10,2015 Q4,Highbury,61
2015,10,2015 Q4,Hikurangi,16
2015,10,2015 Q4,Hokitika,22
2015,10,2015 Q4,Hornby,142
2015,10,2015 Q4,Houhora,8
2015,10,2015 Q4,Howick,91
2015,10,2015 Q4,Hunterville,6
2015,10,2015 Q4,Huntly,56
2015,10,2015 Q4,Inglewood,12
2015,10,2015 Q4,Invercargill Central,104
2015,10,2015 Q4,Johnsonville,48
2015,10,2015 Q4,Kaeo,9
2015,10,2015 Q4,Kaiapoi,30
2015,10,2015 Q4,Kaikohe,55
2015,10,2015 Q4,Kaikorai Valley,49
2015,10,2015 Q4,Kaikoura,20
2015,10,2015 Q4,Kaitaia,56
2015,10,2015 Q4,Kamo CPC,37
2015,10,2015 Q4,Kapiti,73
2015,10,2015 Q4,Karamea,4
2015,10,2015 Q4,Katikati,17
2015,10,2015 Q4,Kawakawa,24
2015,10,2015 Q4,Kawerau,35
2015,10,2015 Q4,Kawhia,1
2015,10,2015 Q4,Kerikeri,27
2015,10,2015 Q4,Kilbirnie,57
2015,10,2015 Q4,Kimbolton,2
2015,10,2015 Q4,Kohukohu,6
2015,10,2015 Q4,Kotemaori,8
2015,10,2015 Q4,Kumeu/Huapai,23
2015,10,2015 Q4,Kurow,3
2015,10,2015 Q4,Lake Tekapo,2
2015,10,2015 Q4,Lawrence,3
2015,10,2015 Q4,Leeston,11
2015,10,2015 Q4,Levin,71
2015,10,2015 Q4,Lincoln,15
2015,10,2015 Q4,Linton,13
2015,10,2015 Q4,Lower Hutt,108
2015,10,2015 Q4,Lumsden,3
2015,10,2015 Q4,Lyttelton,15
2015,10,2015 Q4,Manaia,10
2015,10,2015 Q4,Mangakino,9
2015,10,2015 Q4,Mangawhai,8
2015,10,2015 Q4,Mangere,120
2015,10,2015 Q4,Mangonui,22
2015,10,2015 Q4,Manurewa,212
2015,10,2015 Q4,Manutuke,4
2015,10,2015 Q4,Martinborough,8
2015,10,2015 Q4,Marton,13
2015,10,2015 Q4,Massey,85
2015,10,2015 Q4,Masterton,67
2015,10,2015 Q4,Matamata,43
2015,10,2015 Q4,Mataura,6
2015,10,2015 Q4,Matawai,1
2015,10,2015 Q4,Maungaturoto,19
2015,10,2015 Q4,Methven,15
2015,10,2015 Q4,Middlemarch,1
2015,10,2015 Q4,Milton,9
2015,10,2015 Q4,Mokau,2
2015,10,2015 Q4,Morrinsville,35
2015,10,2015 Q4,Mosgiel,22
2015,10,2015 Q4,Motueka,44
2015,10,2015 Q4,Mount Maunganui,66
2015,10,2015 Q4,Mount Wellington,93
2015,10,2015 Q4,Murchison,9
2015,10,2015 Q4,Murupara,11
2015,10,2015 Q4,Naenae,89
2015,10,2015 Q4,Napier,158
2015,10,2015 Q4,National Park,2
2015,10,2015 Q4,Nelson Central,108
2015,10,2015 Q4,New Brighton,112
2015,10,2015 Q4,New Lynn,103
2015,10,2015 Q4,New Plymouth Central,15
2015,10,2015 Q4,Newmarket,80
2015,10,2015 Q4,Ngaruawahia,37
2015,10,2015 Q4,Ngatea,12
2015,10,2015 Q4,North Shore Policing Centre,79
2015,10,2015 Q4,Nuhaka,3
2015,10,2015 Q4,Oamaru,26
2015,10,2015 Q4,Ohai,4
2015,10,2015 Q4,Ohakune,3
2015,10,2015 Q4,Okato,3
2015,10,2015 Q4,Onehunga,89
2015,10,2015 Q4,Onerahi CPC,15
2015,10,2015 Q4,Opotiki,34
2015,10,2015 Q4,Opunake,8
2015,10,2015 Q4,Orewa,45
2015,10,2015 Q4,Ormiston,120
2015,10,2015 Q4,Otahuhu,166
2015,10,2015 Q4,Otaki,19
2015,10,2015 Q4,Otautau,1
2015,10,2015 Q4,Otorohanga,10
2015,10,2015 Q4,Owaka,6
2015,10,2015 Q4,Oxford,12
2015,10,2015 Q4,Paeroa,20
2015,10,2015 Q4,Pahiatua,16
2015,10,2015 Q4,Paihia,24
2015,10,2015 Q4,Palmerston,2
2015,10,2015 Q4,Palmerston North,150
2015,10,2015 Q4,Papakura,161
2015,10,2015 Q4,Papamoa,35
2015,10,2015 Q4,Papanui,156
