Year,Month,Quarter,PoliceStation,CrimeCount
2016,9,2016 Q3,Taumarunui,25
2016,9,2016 Q3,Taupo,91
2016,9,2016 Q3,Tauranga,119
2016,9,2016 Q3,Tauranga South,74
2016,9,2016 Q3,Te Anau,1
2016,9,2016 Q3,Te Araroa,5
2016,9,2016 Q3,Te Aroha,22
2016,9,2016 Q3,Te Awamutu,57
2016,9,2016 Q3,Te Kaha,2
2016,9,2016 Q3,Te Karaka,6
2016,9,2016 Q3,Te Kauwhata,16
2016,9,2016 Q3,Te Kuiti,17
2016,9,2016 Q3,Te Puke,41
2016,9,2016 Q3,Temuka,15
2016,9,2016 Q3,Thames,33
2016,9,2016 Q3,Timaru,48
2016,9,2016 Q3,Tokomaru Bay,1
2016,9,2016 Q3,Tokoroa,56
2016,9,2016 Q3,Tolaga Bay,2
2016,9,2016 Q3,Tuai,1
2016,9,2016 Q3,Tuakau,62
2016,9,2016 Q3,Tuatapere,8
2016,9,2016 Q3,Turangi,40
2016,9,2016 Q3,Twizel,7
2016,9,2016 Q3,Upper Hutt,80
2016,9,2016 Q3,Waiheke Island,15
2016,9,2016 Q3,Waihi,33
2016,9,2016 Q3,Waikari,2
2016,9,2016 Q3,Waikouaiti,6
2016,9,2016 Q3,Waimate,10
2016,9,2016 Q3,Wainuiomata,32
2016,9,2016 Q3,Waiouru,4
2016,9,2016 Q3,Waipawa,15
2016,9,2016 Q3,Waipu,3
2016,9,2016 Q3,Waipukurau,27
2016,9,2016 Q3,Wairoa,27
2016,9,2016 Q3,Waitangirua,101
2016,9,2016 Q3,Waitara,32
2016,9,2016 Q3,Wakefield,9
2016,9,2016 Q3,Wanaka,14
2016,9,2016 Q3,Warkworth,32
2016,9,2016 Q3,Waverley,4
2016,9,2016 Q3,Wellington Central,157
2016,9,2016 Q3,Wellsford,19
2016,9,2016 Q3,Westown,64
2016,9,2016 Q3,Westport,17
2016,9,2016 Q3,Whakatane,77
2016,9,2016 Q3,Whangamata,4
2016,9,2016 Q3,Whanganui,109
2016,9,2016 Q3,Whangaparaoa,28
2016,9,2016 Q3,Whangarei,120
2016,9,2016 Q3,Whitianga,20
2016,9,2016 Q3,Winton,8
2016,9,2016 Q3,Woodville,11
2016,9,2016 Q3,Wyndham,6
2016,10,2016 Q4,Akaroa,5
2016,10,2016 Q4,Alexandra,10
2016,10,2016 Q4,Amberley,11
2016,10,2016 Q4,Arthurs Pass,2
2016,10,2016 Q4,Ashburton,57
2016,10,2016 Q4,Auckland Airport,17
2016,10,2016 Q4,Auckland Central,210
2016,10,2016 Q4,Auckland Harbour Bridge,1
2016,10,2016 Q4,Avondale,145
2016,10,2016 Q4,Balclutha,15
2016,10,2016 Q4,Balmoral,92
2016,10,2016 Q4,Bay View,16
2016,10,2016 Q4,Beachlands CCB,9
2016,10,2016 Q4,Bell Block,19
2016,10,2016 Q4,Benneydale,2
2016,10,2016 Q4,Blenheim,70
2016,10,2016 Q4,Bluff,2
2016,10,2016 Q4,Browns Bay,43
2016,10,2016 Q4,Bulls,9
2016,10,2016 Q4,Cambridge,43
2016,10,2016 Q4,Carterton,15
2016,10,2016 Q4,Chatham Islands,1
2016,10,2016 Q4,Cheviot,3
2016,10,2016 Q4,Christchurch,186
2016,10,2016 Q4,Christchurch Airport,7
2016,10,2016 Q4,Christchurch South,108
2016,10,2016 Q4,Clinton,4
2016,10,2016 Q4,Coromandel,9
2016,10,2016 Q4,Cromwell,13
2016,10,2016 Q4,Culverden,1
2016,10,2016 Q4,Dannevirke,27
2016,10,2016 Q4,Darfield,9
2016,10,2016 Q4,Dargaville,26
2016,10,2016 Q4,Dunedin Central,50
2016,10,2016 Q4,Dunedin North,30
2016,10,2016 Q4,Dunedin South,73
2016,10,2016 Q4,Edgecumbe,32
2016,10,2016 Q4,Eketahuna,3
2016,10,2016 Q4,Eltham,14
2016,10,2016 Q4,Fairlie,3
2016,10,2016 Q4,Featherston,20
2016,10,2016 Q4,Feilding,49
2016,10,2016 Q4,Fitzroy CPC,47
2016,10,2016 Q4,Flaxmere,51
2016,10,2016 Q4,Foxton,23
2016,10,2016 Q4,Franz Josef,3
2016,10,2016 Q4,Geraldine,2
2016,10,2016 Q4,Gisborne,171
2016,10,2016 Q4,Glen Innes,83
2016,10,2016 Q4,Glenfield,92
2016,10,2016 Q4,Gore,29
2016,10,2016 Q4,Granity,5
2016,10,2016 Q4,Great Barrier Island,5
2016,10,2016 Q4,Green Island,7
2016,10,2016 Q4,Greymouth,44
2016,10,2016 Q4,Greytown,5
2016,10,2016 Q4,Half-Moon Bay,1
2016,10,2016 Q4,Hamilton Central,259
2016,10,2016 Q4,Hamilton East,120
2016,10,2016 Q4,Hampden,5
2016,10,2016 Q4,Hanmer Springs,4
2016,10,2016 Q4,Hastings,158
2016,10,2016 Q4,Havelock,4
2016,10,2016 Q4,Havelock North,34
2016,10,2016 Q4,Hawera,42
2016,10,2016 Q4,Helensville,15
2016,10,2016 Q4,Henderson,186
2016,10,2016 Q4,Highbury,62
2016,10,2016 Q4,Hikurangi,19
2016,10,2016 Q4,Hokitika,15
2016,10,2016 Q4,Hornby,129
2016,10,2016 Q4,Houhora,5
2016,10,2016 Q4,Howick,110
2016,10,2016 Q4,Hunterville,2
2016,10,2016 Q4,Huntly,40
2016,10,2016 Q4,Inglewood,10
2016,10,2016 Q4,Invercargill Central,106
2016,10,2016 Q4,Johnsonville,44
2016,10,2016 Q4,Kaeo,6
2016,10,2016 Q4,Kaiapoi,19
2016,10,2016 Q4,Kaikohe,44
2016,10,2016 Q4,Kaikorai Valley,34
2016,10,2016 Q4,Kaikoura,11
2016,10,2016 Q4,Kaitaia,58
2016,10,2016 Q4,Kamo CPC,28
2016,10,2016 Q4,Kapiti,69
2016,10,2016 Q4,Karamea,2
2016,10,2016 Q4,Katikati,18
2016,10,2016 Q4,Kawakawa,25
2016,10,2016 Q4,Kawerau,38
2016,10,2016 Q4,Kawhia,5
2016,10,2016 Q4,Kerikeri,39
2016,10,2016 Q4,Kilbirnie,39
2016,10,2016 Q4,Kimbolton,4
2016,10,2016 Q4,Kohukohu,11
2016,10,2016 Q4,Kotemaori,8
2016,10,2016 Q4,Kumeu/Huapai,33
2016,10,2016 Q4,Kurow,3
2016,10,2016 Q4,Lake Tekapo,1
2016,10,2016 Q4,Leeston,8
2016,10,2016 Q4,Levin,65
2016,10,2016 Q4,Lincoln,17
2016,10,2016 Q4,Linton,13
2016,10,2016 Q4,Lower Hutt,87
2016,10,2016 Q4,Lumsden,1
2016,10,2016 Q4,Lyttelton,10
2016,10,2016 Q4,Manaia,7
2016,10,2016 Q4,Mangakino,5
2016,10,2016 Q4,Mangawhai,8
2016,10,2016 Q4,Mangere,125
2016,10,2016 Q4,Mangonui,18
2016,10,2016 Q4,Manurewa,240
2016,10,2016 Q4,Manutuke,7
2016,10,2016 Q4,Martinborough,3
2016,10,2016 Q4,Marton,18
2016,10,2016 Q4,Massey,90
2016,10,2016 Q4,Masterton,76
2016,10,2016 Q4,Matamata,44
2016,10,2016 Q4,Mataura,9
2016,10,2016 Q4,Maungaturoto,5
2016,10,2016 Q4,Methven,10
2016,10,2016 Q4,Middlemarch,1
2016,10,2016 Q4,Milton,7
2016,10,2016 Q4,Mokau,1
2016,10,2016 Q4,Morrinsville,24
2016,10,2016 Q4,Mosgiel,19
2016,10,2016 Q4,Motueka,35
2016,10,2016 Q4,Mount Maunganui,56
2016,10,2016 Q4,Mount Wellington,104
2016,10,2016 Q4,Murchison,5
2016,10,2016 Q4,Murupara,19
2016,10,2016 Q4,Naenae,89
2016,10,2016 Q4,Napier,141
2016,10,2016 Q4,National Park,2
2016,10,2016 Q4,Nelson Central,105
2016,10,2016 Q4,New Brighton,103
2016,10,2016 Q4,New Lynn,101
2016,10,2016 Q4,New Plymouth Central,20
2016,10,2016 Q4,Newmarket,81
2016,10,2016 Q4,Ngaruawahia,34
2016,10,2016 Q4,Ngatea,13
2016,10,2016 Q4,Norsewood,7
2016,10,2016 Q4,North Shore Policing Centre,78
2016,10,2016 Q4,Nuhaka,5
2016,10,2016 Q4,Oamaru,31
2016,10,2016 Q4,Ohai,4
2016,10,2016 Q4,Ohakune,13
2016,10,2016 Q4,Okato,3
2016,10,2016 Q4,Omakau,2
2016,10,2016 Q4,Omarama,4
2016,10,2016 Q4,Onehunga,80
2016,10,2016 Q4,Onerahi CPC,26
2016,10,2016 Q4,Opotiki,45
2016,10,2016 Q4,Opunake,9
2016,10,2016 Q4,Orewa,48
2016,10,2016 Q4,Ormiston,183
2016,10,2016 Q4,Otahuhu,186
2016,10,2016 Q4,Otaki,34
2016,10,2016 Q4,Otautau,4
2016,10,2016 Q4,Otorohanga,15
2016,10,2016 Q4,Owaka,1
2016,10,2016 Q4,Oxford,7
2016,10,2016 Q4,Paeroa,28
2016,10,2016 Q4,Pahiatua,13
2016,10,2016 Q4,Paihia,15
2016,10,2016 Q4,Palmerston,6
2016,10,2016 Q4,Palmerston North,177
2016,10,2016 Q4,Papakura,153
2016,10,2016 Q4,Papamoa,33
2016,10,2016 Q4,Papanui,143
2016,10,2016 Q4,Patea,8
2016,10,2016 Q4,Picton,12
2016,10,2016 Q4,Piopio,6
2016,10,2016 Q4,Pleasant Point,4
2016,10,2016 Q4,Pongaroa,1
2016,10,2016 Q4,Ponsonby,61
2016,10,2016 Q4,Porangahau,2
2016,10,2016 Q4,Porirua Central,49
2016,10,2016 Q4,Port Chalmers,5
2016,10,2016 Q4,Portobello,1
2016,10,2016 Q4,Pukekohe,97
2016,10,2016 Q4,Putaruru,32
2016,10,2016 Q4,Queenstown,45
2016,10,2016 Q4,Raetihi,13
2016,10,2016 Q4,Raglan,23
2016,10,2016 Q4,Rakaia,11
2016,10,2016 Q4,Ranfurly,1
2016,10,2016 Q4,Rangiora,44
2016,10,2016 Q4,Rawene,7
2016,10,2016 Q4,Reefton,13
2016,10,2016 Q4,Richmond,60
2016,10,2016 Q4,Riversdale,1
2016,10,2016 Q4,Riverton,8
2016,10,2016 Q4,Rolleston,18
2016,10,2016 Q4,Rotorua,193
2016,10,2016 Q4,Roxburgh,3
2016,10,2016 Q4,Ruakaka,16
2016,10,2016 Q4,Ruatoria,2
2016,10,2016 Q4,Ruawai,6
2016,10,2016 Q4,Russell,2
2016,10,2016 Q4,Shannon,9
2016,10,2016 Q4,St Andrews,7
2016,10,2016 Q4,Stratford,25
2016,10,2016 Q4,Taihape,10
2016,10,2016 Q4,Tairua,6
2016,10,2016 Q4,Takaka,9
2016,10,2016 Q4,Takapuna,54
2016,10,2016 Q4,Taneatua,7
2016,10,2016 Q4,Tapanui,3
2016,10,2016 Q4,Taradale,44
2016,10,2016 Q4,Taumarunui,28
2016,10,2016 Q4,Taupo,86
2016,10,2016 Q4,Tauranga,127
2016,10,2016 Q4,Tauranga South,80
2016,10,2016 Q4,Te Anau,6
2016,10,2016 Q4,Te Araroa,7
2016,10,2016 Q4,Te Aroha,25
2016,10,2016 Q4,Te Awamutu,40
2016,10,2016 Q4,Te Kaha,6
2016,10,2016 Q4,Te Karaka,5
2016,10,2016 Q4,Te Kauwhata,17
2016,10,2016 Q4,Te Kuiti,23
2016,10,2016 Q4,Te Puke,40
2016,10,2016 Q4,Temuka,15
2016,10,2016 Q4,Thames,42
2016,10,2016 Q4,Timaru,68
2016,10,2016 Q4,Tokomaru Bay,2
2016,10,2016 Q4,Tokoroa,59
2016,10,2016 Q4,Tolaga Bay,3
2016,10,2016 Q4,Tuai,2
2016,10,2016 Q4,Tuakau,56
2016,10,2016 Q4,Tuatapere,5
2016,10,2016 Q4,Turangi,43
2016,10,2016 Q4,Upper Hutt,67
2016,10,2016 Q4,Waiheke Island,17
2016,10,2016 Q4,Waihi,29
2016,10,2016 Q4,Waikari,1
2016,10,2016 Q4,Waikouaiti,3
2016,10,2016 Q4,Waimate,15
2016,10,2016 Q4,Wainuiomata,44
2016,10,2016 Q4,Waiouru,6
2016,10,2016 Q4,Waipawa,14
2016,10,2016 Q4,Waipu,1
2016,10,2016 Q4,Waipukurau,20
2016,10,2016 Q4,Wairoa,22
2016,10,2016 Q4,Waitangirua,80
2016,10,2016 Q4,Waitara,26
2016,10,2016 Q4,Wakefield,7
2016,10,2016 Q4,Wanaka,11
2016,10,2016 Q4,Warkworth,28
2016,10,2016 Q4,Waverley,10
2016,10,2016 Q4,Wellington Central,162
2016,10,2016 Q4,Wellsford,21
2016,10,2016 Q4,Westown,62
2016,10,2016 Q4,Westport,26
2016,10,2016 Q4,Whakatane,74
2016,10,2016 Q4,Whangamata,22
2016,10,2016 Q4,Whanganui,116
2016,10,2016 Q4,Whangaparaoa,31
2016,10,2016 Q4,Whangarei,108
2016,10,2016 Q4,Whitianga,17
2016,10,2016 Q4,Winton,13
2016,10,2016 Q4,Woodville,15
2016,10,2016 Q4,Wyndham,4
2016,11,2016 Q4,Akaroa,5
2016,11,2016 Q4,Alexandra,17
2016,11,2016 Q4,Amberley,12
2016,11,2016 Q4,Arthurs Pass,2
2016,11,2016 Q4,Ashburton,58
2016,11,2016 Q4,Auckland Airport,15
2016,11,2016 Q4,Auckland Central,210
2016,11,2016 Q4,Auckland Harbour Bridge,2
2016,11,2016 Q4,Avondale,146
2016,11,2016 Q4,Balclutha,19
2016,11,2016 Q4,Balmoral,80
2016,11,2016 Q4,Bay View,17
2016,11,2016 Q4,Beachlands CCB,22
2016,11,2016 Q4,Bell Block,9
2016,11,2016 Q4,Benneydale,1
2016,11,2016 Q4,Blenheim,75
2016,11,2016 Q4,Bluff,1
2016,11,2016 Q4,Browns Bay,63
2016,11,2016 Q4,Bulls,12
2016,11,2016 Q4,Cambridge,37
2016,11,2016 Q4,Carterton,16
2016,11,2016 Q4,Cheviot,2
2016,11,2016 Q4,Christchurch,166
2016,11,2016 Q4,Christchurch Airport,6
2016,11,2016 Q4,Christchurch South,106
2016,11,2016 Q4,Clinton,4
2016,11,2016 Q4,Coromandel,9
2016,11,2016 Q4,Cromwell,17
2016,11,2016 Q4,Culverden,1
2016,11,2016 Q4,Dannevirke,31
2016,11,2016 Q4,Darfield,14
2016,11,2016 Q4,Dargaville,31
2016,11,2016 Q4,Dunedin Central,45
2016,11,2016 Q4,Dunedin North,47
2016,11,2016 Q4,Dunedin South,62
2016,11,2016 Q4,Edgecumbe,22
2016,11,2016 Q4,Eketahuna,4
2016,11,2016 Q4,Eltham,17
2016,11,2016 Q4,Featherston,13
2016,11,2016 Q4,Feilding,50
2016,11,2016 Q4,Fitzroy CPC,53
2016,11,2016 Q4,Flaxmere,58
2016,11,2016 Q4,Foxton,21
2016,11,2016 Q4,Franz Josef,1
2016,11,2016 Q4,Geraldine,10
2016,11,2016 Q4,Gisborne,157
2016,11,2016 Q4,Glen Innes,88
2016,11,2016 Q4,Glenfield,95
2016,11,2016 Q4,Gore,27
2016,11,2016 Q4,Green Island,19
2016,11,2016 Q4,Greymouth,43
2016,11,2016 Q4,Greytown,9
2016,11,2016 Q4,Half-Moon Bay,1
2016,11,2016 Q4,Hamilton Central,245
2016,11,2016 Q4,Hamilton East,111
2016,11,2016 Q4,Hampden,4
2016,11,2016 Q4,Hanmer Springs,7
2016,11,2016 Q4,Hastings,174
2016,11,2016 Q4,Havelock,5
2016,11,2016 Q4,Havelock North,21
2016,11,2016 Q4,Hawera,47
2016,11,2016 Q4,Helensville,34
2016,11,2016 Q4,Henderson,227
2016,11,2016 Q4,Highbury,61
2016,11,2016 Q4,Hikurangi,23
2016,11,2016 Q4,Hokitika,13
2016,11,2016 Q4,Hornby,131
2016,11,2016 Q4,Houhora,7
2016,11,2016 Q4,Howick,111
2016,11,2016 Q4,Hunterville,3
2016,11,2016 Q4,Huntly,52
2016,11,2016 Q4,Inglewood,9
2016,11,2016 Q4,Invercargill Central,101
2016,11,2016 Q4,Johnsonville,55
2016,11,2016 Q4,Kaeo,7
2016,11,2016 Q4,Kaiapoi,26
2016,11,2016 Q4,Kaikohe,52
2016,11,2016 Q4,Kaikorai Valley,45
2016,11,2016 Q4,Kaikoura,21
2016,11,2016 Q4,Kaitaia,53
2016,11,2016 Q4,Kamo CPC,24
2016,11,2016 Q4,Kapiti,85
2016,11,2016 Q4,Karamea,2
2016,11,2016 Q4,Katikati,19
2016,11,2016 Q4,Kawakawa,36
2016,11,2016 Q4,Kawerau,38
2016,11,2016 Q4,Kawhia,11
2016,11,2016 Q4,Kerikeri,29
2016,11,2016 Q4,Kilbirnie,53
2016,11,2016 Q4,Kimbolton,1
2016,11,2016 Q4,Kohukohu,8
2016,11,2016 Q4,Kotemaori,1
2016,11,2016 Q4,Kumeu/Huapai,30
2016,11,2016 Q4,Leeston,11
2016,11,2016 Q4,Levin,72
2016,11,2016 Q4,Lincoln,20
2016,11,2016 Q4,Linton,14
2016,11,2016 Q4,Lower Hutt,126
2016,11,2016 Q4,Lumsden,6
2016,11,2016 Q4,Lyttelton,14
2016,11,2016 Q4,Manaia,8
2016,11,2016 Q4,Mangakino,6
2016,11,2016 Q4,Mangawhai,4
2016,11,2016 Q4,Mangere,142
2016,11,2016 Q4,Mangonui,19
2016,11,2016 Q4,Manurewa,230
2016,11,2016 Q4,Manutuke,7
2016,11,2016 Q4,Martinborough,10
2016,11,2016 Q4,Marton,22
2016,11,2016 Q4,Massey,98
2016,11,2016 Q4,Masterton,90
2016,11,2016 Q4,Matamata,30
2016,11,2016 Q4,Mataura,4
2016,11,2016 Q4,Matawai,1
2016,11,2016 Q4,Maungaturoto,14
2016,11,2016 Q4,Methven,11
2016,11,2016 Q4,Middlemarch,1
2016,11,2016 Q4,Milton,7
2016,11,2016 Q4,Mokau,3
2016,11,2016 Q4,Morrinsville,35
2016,11,2016 Q4,Mosgiel,30
2016,11,2016 Q4,Motueka,36
2016,11,2016 Q4,Mount Maunganui,77
2016,11,2016 Q4,Mount Wellington,109
2016,11,2016 Q4,Murchison,5
2016,11,2016 Q4,Murupara,14
2016,11,2016 Q4,Naenae,78
2016,11,2016 Q4,Napier,149
2016,11,2016 Q4,National Park,2
2016,11,2016 Q4,Nelson Central,117
2016,11,2016 Q4,New Brighton,104
2016,11,2016 Q4,New Lynn,97
2016,11,2016 Q4,New Plymouth Central,23
2016,11,2016 Q4,Newmarket,81
2016,11,2016 Q4,Ngaruawahia,45
2016,11,2016 Q4,Ngatea,17
2016,11,2016 Q4,Norsewood,4
2016,11,2016 Q4,North Shore Policing Centre,86
2016,11,2016 Q4,Nuhaka,3
2016,11,2016 Q4,Oamaru,38
2016,11,2016 Q4,Ohai,2
2016,11,2016 Q4,Ohakune,6
2016,11,2016 Q4,Okato,3
2016,11,2016 Q4,Omakau,4
2016,11,2016 Q4,Onehunga,81
2016,11,2016 Q4,Onerahi CPC,22
2016,11,2016 Q4,Opotiki,38
2016,11,2016 Q4,Opunake,15
2016,11,2016 Q4,Orewa,64
2016,11,2016 Q4,Ormiston,154
2016,11,2016 Q4,Otahuhu,194
2016,11,2016 Q4,Otaki,26
2016,11,2016 Q4,Otautau,2
2016,11,2016 Q4,Otorohanga,18
2016,11,2016 Q4,Owaka,1
2016,11,2016 Q4,Oxford,14
2016,11,2016 Q4,Paeroa,20
2016,11,2016 Q4,Pahiatua,11
2016,11,2016 Q4,Paihia,19
2016,11,2016 Q4,Palmerston,6
2016,11,2016 Q4,Palmerston North,153
2016,11,2016 Q4,Papakura,175
2016,11,2016 Q4,Papamoa,45
2016,11,2016 Q4,Papanui,141
2016,11,2016 Q4,Patea,9
2016,11,2016 Q4,Picton,5
2016,11,2016 Q4,Piopio,5
2016,11,2016 Q4,Pleasant Point,1
2016,11,2016 Q4,Ponsonby,72
2016,11,2016 Q4,Porangahau,7
2016,11,2016 Q4,Porirua Central,63
2016,11,2016 Q4,Port Chalmers,5
2016,11,2016 Q4,Portobello,4
2016,11,2016 Q4,Pukekohe,99
2016,11,2016 Q4,Putaruru,24
2016,11,2016 Q4,Queenstown,49
2016,11,2016 Q4,Raetihi,5
2016,11,2016 Q4,Raglan,17
2016,11,2016 Q4,Rakaia,6
2016,11,2016 Q4,Ranfurly,1
2016,11,2016 Q4,Rangiora,45
2016,11,2016 Q4,Rawene,10
2016,11,2016 Q4,Reefton,7
2016,11,2016 Q4,Richmond,67
2016,11,2016 Q4,Riversdale,3
2016,11,2016 Q4,Riverton,8
2016,11,2016 Q4,Rolleston,22
2016,11,2016 Q4,Ross,5
2016,11,2016 Q4,Rotorua,216
2016,11,2016 Q4,Ruakaka,16
2016,11,2016 Q4,Ruatoria,7
2016,11,2016 Q4,Ruawai,3
2016,11,2016 Q4,Russell,10
2016,11,2016 Q4,Shannon,7
2016,11,2016 Q4,St Andrews,2
2016,11,2016 Q4,Stratford,28
2016,11,2016 Q4,Taihape,9
2016,11,2016 Q4,Tairua,4
2016,11,2016 Q4,Takaka,15
2016,11,2016 Q4,Takapuna,65
2016,11,2016 Q4,Taneatua,14
2016,11,2016 Q4,Tapanui,8
2016,11,2016 Q4,Taradale,54
2016,11,2016 Q4,Taumarunui,35
2016,11,2016 Q4,Taupo,86
2016,11,2016 Q4,Tauranga,122
2016,11,2016 Q4,Tauranga South,109
2016,11,2016 Q4,Te Anau,9
2016,11,2016 Q4,Te Araroa,6
2016,11,2016 Q4,Te Aroha,28
2016,11,2016 Q4,Te Awamutu,40
2016,11,2016 Q4,Te Kaha,1
2016,11,2016 Q4,Te Karaka,10
2016,11,2016 Q4,Te Kauwhata,13
2016,11,2016 Q4,Te Kuiti,19
2016,11,2016 Q4,Te Puke,50
2016,11,2016 Q4,Temuka,20
2016,11,2016 Q4,Thames,35
2016,11,2016 Q4,Timaru,74
2016,11,2016 Q4,Tokomaru Bay,2
2016,11,2016 Q4,Tokoroa,62
2016,11,2016 Q4,Tolaga Bay,9
2016,11,2016 Q4,Tuakau,67
2016,11,2016 Q4,Tuatapere,7
2016,11,2016 Q4,Turangi,25
2016,11,2016 Q4,Twizel,2
2016,11,2016 Q4,Upper Hutt,72
2016,11,2016 Q4,Waiheke Island,27
2016,11,2016 Q4,Waihi,33
2016,11,2016 Q4,Waikouaiti,1
2016,11,2016 Q4,Waimate,9
2016,11,2016 Q4,Wainuiomata,40
2016,11,2016 Q4,Waiouru,2
2016,11,2016 Q4,Waipawa,20
2016,11,2016 Q4,Waipu,3
2016,11,2016 Q4,Waipukurau,21
2016,11,2016 Q4,Wairoa,39
2016,11,2016 Q4,Waitangirua,97
2016,11,2016 Q4,Waitara,30
2016,11,2016 Q4,Wakefield,20
2016,11,2016 Q4,Wanaka,14
2016,11,2016 Q4,Warkworth,35
2016,11,2016 Q4,Waverley,6
2016,11,2016 Q4,Wellington Central,154
2016,11,2016 Q4,Wellsford,8
2016,11,2016 Q4,Westown,49
2016,11,2016 Q4,Westport,26
2016,11,2016 Q4,Whakatane,71
2016,11,2016 Q4,Whangamata,10
2016,11,2016 Q4,Whanganui,107
2016,11,2016 Q4,Whangaparaoa,35
2016,11,2016 Q4,Whangarei,136
2016,11,2016 Q4,Whitianga,19
2016,11,2016 Q4,Winton,8
2016,11,2016 Q4,Woodville,8
2016,11,2016 Q4,Wyndham,9
2016,12,2016 Q4,Akaroa,7
2016,12,2016 Q4,Alexandra,15
2016,12,2016 Q4,Amberley,14
2016,12,2016 Q4,Arthurs Pass,4
2016,12,2016 Q4,Ashburton,63
2016,12,2016 Q4,Auckland Airport,19
2016,12,2016 Q4,Auckland Central,215
2016,12,2016 Q4,Auckland Harbour Bridge,1
2016,12,2016 Q4,Avondale,138
2016,12,2016 Q4,Balclutha,21
2016,12,2016 Q4,Balmoral,91
2016,12,2016 Q4,Bay View,20
2016,12,2016 Q4,Beachlands CCB,18
2016,12,2016 Q4,Bell Block,19
2016,12,2016 Q4,Benneydale,2
2016,12,2016 Q4,Blenheim,72
2016,12,2016 Q4,Bluff,5
2016,12,2016 Q4,Browns Bay,51
2016,12,2016 Q4,Bulls,15
2016,12,2016 Q4,Cambridge,32
2016,12,2016 Q4,Carterton,19
2016,12,2016 Q4,Chatham Islands,1
2016,12,2016 Q4,Cheviot,5
2016,12,2016 Q4,Christchurch,166
2016,12,2016 Q4,Christchurch Airport,5
2016,12,2016 Q4,Christchurch South,105
2016,12,2016 Q4,Clinton,4
2016,12,2016 Q4,Coromandel,16
2016,12,2016 Q4,Cromwell,14
2016,12,2016 Q4,Culverden,3
2016,12,2016 Q4,Dannevirke,23
2016,12,2016 Q4,Darfield,11
2016,12,2016 Q4,Dargaville,39
2016,12,2016 Q4,Dunedin Central,45
2016,12,2016 Q4,Dunedin North,35
2016,12,2016 Q4,Dunedin South,69
2016,12,2016 Q4,Edgecumbe,32
2016,12,2016 Q4,Eketahuna,3
2016,12,2016 Q4,Eltham,12
2016,12,2016 Q4,Fairlie,2
2016,12,2016 Q4,Featherston,21
2016,12,2016 Q4,Feilding,47
2016,12,2016 Q4,Fitzroy CPC,40
2016,12,2016 Q4,Flaxmere,51
2016,12,2016 Q4,Foxton,20
2016,12,2016 Q4,Franz Josef,8
2016,12,2016 Q4,Geraldine,8
2016,12,2016 Q4,Gisborne,168
2016,12,2016 Q4,Glen Innes,89
2016,12,2016 Q4,Glenfield,97
2016,12,2016 Q4,Gore,30
2016,12,2016 Q4,Granity,3
2016,12,2016 Q4,Great Barrier Island,4
2016,12,2016 Q4,Green Island,10
2016,12,2016 Q4,Greymouth,33
2016,12,2016 Q4,Greytown,9
2016,12,2016 Q4,Haast,4
2016,12,2016 Q4,Hamilton Central,282
2016,12,2016 Q4,Hamilton East,113
2016,12,2016 Q4,Hampden,3
2016,12,2016 Q4,Hanmer Springs,8
2016,12,2016 Q4,Hastings,169
2016,12,2016 Q4,Havelock,5
2016,12,2016 Q4,Havelock North,29
2016,12,2016 Q4,Hawera,37
2016,12,2016 Q4,Helensville,25
2016,12,2016 Q4,Henderson,216
2016,12,2016 Q4,Highbury,59
2016,12,2016 Q4,Hikurangi,15
2016,12,2016 Q4,Hokitika,21
2016,12,2016 Q4,Hornby,137
2016,12,2016 Q4,Houhora,5
2016,12,2016 Q4,Howick,113
2016,12,2016 Q4,Hunterville,2
2016,12,2016 Q4,Huntly,50
2016,12,2016 Q4,Inglewood,8
2016,12,2016 Q4,Invercargill Central,105
2016,12,2016 Q4,Johnsonville,45
2016,12,2016 Q4,Kaeo,8
2016,12,2016 Q4,Kaiapoi,24
2016,12,2016 Q4,Kaikohe,43
2016,12,2016 Q4,Kaikorai Valley,37
2016,12,2016 Q4,Kaikoura,9
2016,12,2016 Q4,Kaitaia,71
2016,12,2016 Q4,Kamo CPC,25
2016,12,2016 Q4,Kapiti,71
2016,12,2016 Q4,Karamea,1
2016,12,2016 Q4,Katikati,17
2016,12,2016 Q4,Kawakawa,26
2016,12,2016 Q4,Kawerau,37
2016,12,2016 Q4,Kawhia,3
2016,12,2016 Q4,Kerikeri,34
2016,12,2016 Q4,Kilbirnie,58
2016,12,2016 Q4,Kimbolton,3
2016,12,2016 Q4,Kohukohu,10
2016,12,2016 Q4,Kotemaori,2
2016,12,2016 Q4,Kumeu/Huapai,38
2016,12,2016 Q4,Kurow,3
2016,12,2016 Q4,Lawrence,2
2016,12,2016 Q4,Leeston,9
2016,12,2016 Q4,Levin,60
2016,12,2016 Q4,Lincoln,19
2016,12,2016 Q4,Linton,13
2016,12,2016 Q4,Lower Hutt,102
2016,12,2016 Q4,Lumsden,2
2016,12,2016 Q4,Lyttelton,13
2016,12,2016 Q4,Manaia,6
2016,12,2016 Q4,Mangakino,4
2016,12,2016 Q4,Mangawhai,9
2016,12,2016 Q4,Mangere,135
2016,12,2016 Q4,Mangonui,21
2016,12,2016 Q4,Manurewa,235
2016,12,2016 Q4,Manutuke,10
2016,12,2016 Q4,Martinborough,13
2016,12,2016 Q4,Marton,20
2016,12,2016 Q4,Massey,84
2016,12,2016 Q4,Masterton,90
